customer_id,ages,genders,marital_status,no_of_childrens,education_Level,annual_income,number_of_accounts,total_credit_line
5715238,77,Female,0,3,1,84032.0,4,33612.8
2488301,33,Male,1,3,1,65728.0,5,32864.0
6250886,67,Female,0,3,1,79872.0,4,31948.8
8548266,68,Female,0,2,2,101088.0,3,30326.399999999998
2661086,29,Female,1,2,1,64064.0,4,25625.6
1376104,23,Male,1,1,1,61568.0,3,18470.4
2543696,61,Female,1,1,1,77376.0,3,23212.800000000003
5280771,57,Female,1,1,1,75712.0,3,22713.6
7632404,45,Male,1,1,0,49920.0,3,14976.0
9017790,64,Female,1,2,1,78624.0,4,31449.6
3115265,33,Male,1,0,2,86528.0,2,17305.6
9169892,54,Female,1,4,1,74464.0,6,44678.399999999994
1943148,51,Female,1,1,3,114816.0,3,34444.8
8695672,63,Female,1,0,2,99008.0,2,19801.6
3490630,79,Male,0,0,0,64064.0,1,6406.4
8085009,57,Female,0,2,1,75712.0,3,22713.6
4724428,31,Female,1,1,2,85696.0,3,25708.800000000003
9368459,36,Female,0,0,1,66976.0,1,6697.6
2498619,75,Female,0,3,1,83200.0,4,33280.0
1372824,28,Male,0,0,1,63648.0,1,6364.8
1620464,61,Male,0,3,2,98176.0,4,39270.4
2063196,33,Male,1,2,1,65728.0,4,26291.2
4566030,69,Female,0,1,1,80704.0,2,16140.8
1706793,64,Female,1,4,2,99424.0,6,59654.399999999994
3531864,58,Female,1,0,2,96928.0,2,19385.6
2566003,59,Female,1,1,1,76544.0,3,22963.199999999997
8443225,32,Female,0,2,1,65312.0,3,19593.6
9098516,77,Male,1,1,2,104832.0,3,31449.600000000002
7758355,78,Male,0,1,2,105248.0,2,21049.6
4248751,25,Male,1,1,0,41600.0,3,12480.0
9156597,69,Female,1,1,3,122304.0,3,36691.2
1765265,72,Female,1,1,1,81952.0,3,24585.600000000002
7071836,33,Female,1,0,1,65728.0,2,13145.6
5231999,77,Female,1,0,1,84032.0,2,16806.4
4121300,32,Male,1,0,2,86112.0,2,17222.4
3189507,62,Female,1,2,1,77792.0,4,31116.8
7026792,25,Male,1,0,0,41600.0,2,8320.0
9658597,22,Female,1,0,2,81952.0,2,16390.4
1831426,55,Male,0,3,1,74880.0,4,29952.0
5110421,38,Female,1,1,2,88608.0,3,26582.399999999998
7374826,67,Female,0,1,0,59072.0,2,11814.4
9288130,44,Female,1,2,3,111904.0,4,44761.6
1969543,73,Male,1,2,2,103168.0,4,41267.2
7963533,77,Female,1,2,1,84032.0,4,33612.8
5230727,39,Male,1,1,2,89024.0,3,26707.199999999997
6470469,23,Male,1,1,1,61568.0,3,18470.4
3579689,41,Female,0,1,1,69056.0,2,13811.2
7909596,49,Female,1,2,0,51584.0,4,20633.6
1468174,49,Male,0,1,1,72384.0,2,14476.8
9973272,27,Female,0,0,2,84032.0,1,8403.2
8729565,31,Female,0,1,1,64896.0,2,12979.2
5263319,44,Female,1,3,0,49504.0,5,24752.0
9484298,45,Male,0,2,1,70720.0,3,21216.0
5772048,61,Male,0,2,1,77376.0,3,23212.800000000003
2664096,77,Female,1,1,1,84032.0,3,25209.600000000002
4957753,32,Male,1,0,2,86112.0,2,17222.4
6018673,70,Male,0,3,1,81120.0,4,32448.0
3729940,54,Male,1,4,1,74464.0,6,44678.399999999994
8302288,70,Male,1,1,2,101920.0,3,30576.0
7404901,80,Male,0,2,2,106080.0,3,31824.0
4603379,41,Female,1,3,3,110656.0,5,55328.0
4744011,59,Female,0,1,1,76544.0,2,15308.8
4832455,32,Male,1,2,1,65312.0,4,26124.8
4811914,66,Male,0,2,2,100256.0,3,30076.800000000003
7493712,48,Female,1,4,1,71968.0,6,43180.8
6054658,78,Female,1,2,2,105248.0,4,42099.2
6686954,79,Male,1,1,1,84864.0,3,25459.199999999997
2943568,36,Female,0,3,2,87776.0,4,35110.4
4031627,41,Female,0,2,1,69056.0,3,20716.800000000003
6310416,55,Male,0,0,1,74880.0,1,7488.0
2161551,23,Female,1,3,2,82368.0,5,41184.0
3668624,52,Male,1,4,2,94432.0,6,56659.200000000004
6178785,41,Female,0,2,1,69056.0,3,20716.800000000003
2342859,59,Female,1,1,2,97344.0,3,29203.199999999997
6295321,71,Female,1,1,2,102336.0,3,30700.800000000003
6380141,26,Male,1,0,2,83616.0,2,16723.2
4786620,26,Female,0,1,2,83616.0,2,16723.2
4775249,26,Male,0,0,1,62816.0,1,6281.6
3285447,35,Female,1,2,1,66560.0,4,26624.0
4893172,28,Male,0,1,1,63648.0,2,12729.6
6972946,69,Female,0,3,1,80704.0,4,32281.6
5645038,32,Male,0,2,3,106912.0,3,32073.600000000002
9209577,28,Male,0,1,3,105248.0,2,21049.6
3061202,45,Male,0,1,1,70720.0,2,14144.0
2272670,30,Male,1,0,0,43680.0,2,8736.0
7996810,47,Male,1,4,1,71552.0,6,42931.2
6313100,22,Male,1,2,1,61152.0,4,24460.8
5271956,47,Female,1,1,3,113152.0,3,33945.600000000006
3167180,71,Male,0,2,2,102336.0,3,30700.800000000003
8997360,53,Female,0,4,2,94848.0,5,47424.0
4097833,42,Male,1,3,0,48672.0,5,24336.0
9029132,58,Female,1,3,2,96928.0,5,48464.0
4265959,54,Male,1,1,1,74464.0,3,22339.199999999997
7007656,43,Female,1,3,2,90688.0,5,45344.0
4254109,75,Female,1,2,1,83200.0,4,33280.0
1846844,32,Male,1,0,0,44512.0,2,8902.4
6706554,30,Male,1,2,1,64480.0,4,25792.0
8018160,70,Male,1,3,1,81120.0,5,40560.0
5270722,28,Female,0,0,1,63648.0,1,6364.8
6150588,71,Male,1,4,2,102336.0,6,61401.600000000006
9332771,77,Female,1,4,2,104832.0,6,62899.200000000004
1749859,21,Male,0,0,1,60736.0,1,6073.6
1329628,22,Female,0,0,0,40352.0,1,4035.2
1843663,25,Female,0,0,2,83200.0,1,8320.0
6893656,67,Male,1,2,1,79872.0,4,31948.8
7747136,56,Male,1,4,1,75296.0,6,45177.600000000006
9581694,58,Female,1,2,0,55328.0,4,22131.2
1978595,74,Male,1,2,2,103584.0,4,41433.6
6700946,59,Male,0,2,3,118144.0,3,35443.2
4533431,80,Female,0,1,1,85280.0,2,17056.0
3957222,65,Male,1,4,3,120640.0,6,72384.0
4783391,26,Male,0,1,1,62816.0,2,12563.2
3620170,32,Female,1,3,1,65312.0,5,32656.0
3350520,36,Female,1,3,1,66976.0,5,33488.0
4647698,48,Female,1,3,0,51168.0,5,25584.0
5737175,44,Female,0,2,1,70304.0,3,21091.199999999997
2084859,62,Female,1,2,2,98592.0,4,39436.8
9050894,72,Female,1,2,1,81952.0,4,32780.8
5479174,27,Male,1,2,0,42432.0,4,16972.8
2880029,44,Female,1,3,1,70304.0,5,35152.0
1839013,76,Female,1,0,2,104416.0,2,20883.2
6093358,68,Male,0,1,0,59488.0,2,11897.6
3397034,31,Male,0,0,0,44096.0,1,4409.6
1173861,60,Female,1,2,2,97760.0,4,39104.0
8816169,28,Male,0,1,2,84448.0,2,16889.6
7609148,70,Male,0,1,0,60320.0,2,12064.0
5643004,46,Male,1,1,1,71136.0,3,21340.800000000003
2219529,52,Female,0,2,2,94432.0,3,28329.600000000002
3964326,62,Male,0,3,2,98592.0,4,39436.8
7092609,47,Female,0,1,2,92352.0,2,18470.4
8595151,66,Female,1,3,1,79456.0,5,39728.0
4936186,79,Male,1,3,1,84864.0,5,42432.0
7335217,26,Female,1,0,2,83616.0,2,16723.2
4215461,72,Male,1,3,1,81952.0,5,40976.0
3937986,44,Male,1,1,1,70304.0,3,21091.199999999997
7843885,35,Female,0,0,1,66560.0,1,6656.0
6693386,50,Male,1,2,2,93600.0,4,37440.0
1220466,54,Female,1,2,1,74464.0,4,29785.6
2483417,65,Male,1,2,2,99840.0,4,39936.0
7466500,60,Female,1,1,3,118560.0,3,35568.0
7475786,35,Female,0,1,1,66560.0,2,13312.0
5324920,51,Female,0,3,1,73216.0,4,29286.4
8001043,74,Male,0,1,2,103584.0,2,20716.8
2438565,23,Male,1,1,1,61568.0,3,18470.4
2833840,44,Female,1,1,2,91104.0,3,27331.199999999997
5057202,22,Male,1,3,1,61152.0,5,30576.0
4236659,55,Male,0,1,1,74880.0,2,14976.0
6336622,41,Male,1,2,2,89856.0,4,35942.4
1230093,79,Male,0,0,1,84864.0,1,8486.4
8541650,79,Female,1,4,2,105664.0,6,63398.399999999994
6943506,62,Male,1,3,1,77792.0,5,38896.0
6716616,74,Male,1,0,2,103584.0,2,20716.8
4332567,50,Female,0,2,2,93600.0,3,28080.0
6254676,26,Male,0,1,0,42016.0,2,8403.2
3547412,34,Male,1,1,1,66144.0,3,19843.199999999997
7750849,50,Female,0,2,2,93600.0,3,28080.0
4221978,20,Female,0,2,1,60320.0,3,18096.0
2197555,63,Male,0,0,3,119808.0,1,11980.8
5098000,79,Male,1,1,1,84864.0,3,25459.199999999997
2146896,73,Female,1,3,2,103168.0,5,51584.0
2136823,80,Female,1,1,1,85280.0,3,25584.0
7892734,56,Male,1,3,2,96096.0,5,48048.0
2906650,25,Male,1,0,1,62400.0,2,12480.0
8911645,39,Female,0,1,1,68224.0,2,13644.8
2508585,77,Male,1,2,1,84032.0,4,33612.8
8848150,55,Male,1,3,1,74880.0,5,37440.0
4353308,79,Female,0,3,1,84864.0,4,33945.6
5166586,33,Female,1,1,1,65728.0,3,19718.4
2012624,75,Female,0,1,1,83200.0,2,16640.0
5359954,62,Female,1,4,1,77792.0,6,46675.2
2343094,62,Male,1,4,1,77792.0,6,46675.2
6603121,36,Male,1,3,1,66976.0,5,33488.0
6110393,37,Female,1,1,3,108992.0,3,32697.600000000002
3455403,69,Female,1,1,3,122304.0,3,36691.2
5379068,79,Female,1,2,1,84864.0,4,33945.6
8164774,55,Female,0,3,3,116480.0,4,46592.0
6902223,36,Female,0,2,0,46176.0,3,13852.800000000001
8180949,72,Female,1,2,0,61152.0,4,24460.8
9082188,65,Female,1,2,1,79040.0,4,31616.0
7702365,34,Male,1,0,2,86944.0,2,17388.8
2363875,49,Male,1,2,2,93184.0,4,37273.6
8913370,65,Male,0,0,2,99840.0,1,9984.0
7017660,44,Female,0,2,1,70304.0,3,21091.199999999997
7676615,32,Female,0,0,2,86112.0,1,8611.2
3047359,73,Male,0,1,1,82368.0,2,16473.6
2646015,67,Male,1,0,1,79872.0,2,15974.4
7603031,67,Female,1,1,3,121472.0,3,36441.600000000006
2272294,45,Female,0,1,1,70720.0,2,14144.0
7288351,26,Female,1,0,1,62816.0,2,12563.2
4657681,31,Female,1,1,2,85696.0,3,25708.800000000003
6620616,79,Male,1,1,1,84864.0,3,25459.199999999997
2102068,79,Male,1,4,1,84864.0,6,50918.399999999994
9460181,48,Female,0,0,0,51168.0,1,5116.8
6978506,33,Female,1,0,1,65728.0,2,13145.6
3522996,32,Male,0,0,1,65312.0,1,6531.2
2372916,39,Female,0,2,1,68224.0,3,20467.199999999997
5675014,60,Female,1,3,1,76960.0,5,38480.0
5906549,49,Female,1,2,1,72384.0,4,28953.6
4448748,79,Female,1,2,2,105664.0,4,42265.6
8932815,58,Female,1,2,3,117728.0,4,47091.2
2246378,63,Male,1,1,2,99008.0,3,29702.399999999998
6020960,66,Female,1,1,1,79456.0,3,23836.800000000003
4166624,53,Male,0,0,0,53248.0,1,5324.8
6480712,77,Female,1,1,1,84032.0,3,25209.600000000002
3842843,77,Male,1,4,1,84032.0,6,50419.200000000004
4967840,48,Female,1,1,2,92768.0,3,27830.399999999998
2922095,50,Male,1,3,3,114400.0,5,57200.0
4531459,20,Female,0,2,2,81120.0,3,24336.0
9643069,29,Female,1,2,1,64064.0,4,25625.6
9114546,74,Male,1,2,1,82784.0,4,33113.6
1247026,45,Female,1,3,1,70720.0,5,35360.0
7460327,35,Female,0,1,3,108160.0,2,21632.0
8798954,48,Male,0,3,2,92768.0,4,37107.2
3764136,23,Male,0,0,1,61568.0,1,6156.8
3516406,80,Female,1,0,1,85280.0,2,17056.0
7663734,71,Female,1,2,1,81536.0,4,32614.4
8728170,63,Male,0,4,1,78208.0,5,39104.0
2673177,35,Male,1,1,1,66560.0,3,19968.0
8082696,49,Male,0,2,3,113984.0,3,34195.2
6785105,65,Female,0,1,3,120640.0,2,24128.0
8491887,68,Female,0,2,1,80288.0,3,24086.4
8080182,27,Male,0,0,1,63232.0,1,6323.2
8505981,57,Female,0,0,1,75712.0,1,7571.2
2789785,78,Male,1,3,2,105248.0,5,52624.0
3146349,72,Male,0,2,2,102752.0,3,30825.600000000002
8871532,52,Female,1,2,1,73632.0,4,29452.8
9275173,55,Male,1,0,2,95680.0,2,19136.0
4644579,34,Female,1,2,2,86944.0,4,34777.6
8555983,54,Female,1,2,1,74464.0,4,29785.6
4448971,49,Male,0,4,2,93184.0,5,46592.0
3585202,42,Male,0,0,0,48672.0,1,4867.2
5901089,74,Male,1,2,1,82784.0,4,33113.6
5531492,59,Male,0,3,1,76544.0,4,30617.6
4579437,67,Female,0,4,1,79872.0,5,39936.0
4154965,38,Female,1,1,1,67808.0,3,20342.4
7776076,29,Female,1,1,2,84864.0,3,25459.199999999997
4425894,33,Male,1,0,3,107328.0,2,21465.6
7916446,29,Male,1,2,1,64064.0,4,25625.6
5775422,54,Female,1,1,2,95264.0,3,28579.199999999997
9218177,43,Male,1,1,2,90688.0,3,27206.399999999998
8418447,63,Female,1,0,1,78208.0,2,15641.6
1768226,51,Female,0,1,2,94016.0,2,18803.2
1803694,46,Male,1,2,2,91936.0,4,36774.4
7847980,34,Female,0,0,1,66144.0,1,6614.4
5190566,47,Male,0,2,1,71552.0,3,21465.6
9833127,75,Female,1,2,1,83200.0,4,33280.0
5109190,64,Male,1,1,2,99424.0,3,29827.199999999997
6188788,72,Female,0,1,3,123552.0,2,24710.4
6141339,67,Female,1,1,1,79872.0,3,23961.6
7332958,77,Female,1,2,1,84032.0,4,33612.8
2745730,60,Male,0,2,3,118560.0,3,35568.0
1954665,23,Female,1,1,1,61568.0,3,18470.4
2671417,41,Male,1,2,1,69056.0,4,27622.4
8195165,66,Male,0,2,2,100256.0,3,30076.800000000003
9547908,45,Female,0,1,1,70720.0,2,14144.0
9311375,72,Male,0,3,1,81952.0,4,32780.8
7645312,40,Female,0,0,2,89440.0,1,8944.0
3155414,73,Male,1,4,2,103168.0,6,61900.799999999996
7711059,64,Female,0,3,1,78624.0,4,31449.6
5997902,63,Female,0,1,2,99008.0,2,19801.6
7648220,60,Female,1,2,1,76960.0,4,30784.0
3684266,40,Male,1,0,2,89440.0,2,17888.0
4529718,68,Male,1,0,1,80288.0,2,16057.6
6751351,43,Male,0,4,2,90688.0,5,45344.0
7196597,53,Male,0,0,2,94848.0,1,9484.8
9552216,32,Female,1,1,1,65312.0,3,19593.6
9754586,60,Male,0,2,2,97760.0,3,29328.0
9622599,56,Female,0,4,3,116896.0,5,58448.0
8646732,80,Female,0,1,2,106080.0,2,21216.0
5185682,45,Female,0,3,0,49920.0,4,19968.0
5649980,35,Male,1,2,1,66560.0,4,26624.0
2307473,75,Female,1,3,2,104000.0,5,52000.0
3956261,52,Female,0,4,2,94432.0,5,47216.0
1865829,60,Female,0,1,0,56160.0,2,11232.0
8409118,63,Female,0,3,1,78208.0,4,31283.2
8621581,23,Male,1,1,0,40768.0,3,12230.400000000001
8987944,78,Female,0,1,1,84448.0,2,16889.6
9392499,61,Male,0,0,1,77376.0,1,7737.6
6864684,49,Female,0,2,2,93184.0,3,27955.199999999997
6623260,44,Male,1,2,1,70304.0,4,28121.6
1208075,51,Male,1,3,1,73216.0,5,36608.0
9830922,64,Female,1,2,1,78624.0,4,31449.6
4844422,63,Male,1,1,2,99008.0,3,29702.399999999998
7217318,29,Female,1,0,1,64064.0,2,12812.8
3885707,63,Male,1,0,0,57408.0,2,11481.6
2169232,45,Female,1,2,1,70720.0,4,28288.0
4355817,77,Male,0,1,0,63232.0,2,12646.4
3951222,21,Female,0,3,1,60736.0,4,24294.4
6246080,32,Female,0,0,1,65312.0,1,6531.2
4688925,47,Female,0,1,1,71552.0,2,14310.4
4267084,31,Male,1,2,1,64896.0,4,25958.4
9606310,76,Female,1,2,1,83616.0,4,33446.4
8649555,23,Female,0,0,1,61568.0,1,6156.8
3953822,31,Female,1,1,1,64896.0,3,19468.800000000003
8217841,75,Male,0,0,2,104000.0,1,10400.0
2356951,62,Female,1,4,2,98592.0,6,59155.200000000004
9427931,38,Male,1,1,1,67808.0,3,20342.4
9046277,39,Male,0,0,3,109824.0,1,10982.4
1992051,41,Male,1,2,1,69056.0,4,27622.4
1749259,33,Male,0,0,2,86528.0,1,8652.8
8232827,34,Male,0,1,1,66144.0,2,13228.8
8408229,45,Female,1,4,1,70720.0,6,42432.0
9719028,41,Female,0,2,2,89856.0,3,26956.800000000003
8316227,55,Female,1,2,1,74880.0,4,29952.0
8341218,25,Male,0,0,2,83200.0,1,8320.0
5895498,20,Female,1,2,1,60320.0,4,24128.0
3937881,28,Female,0,2,1,63648.0,3,19094.4
4974511,43,Male,1,2,1,69888.0,4,27955.2
8641573,33,Male,0,0,3,107328.0,1,10732.8
7541842,45,Male,0,3,1,70720.0,4,28288.0
5127485,40,Female,1,1,2,89440.0,3,26832.0
1416502,27,Male,0,0,2,84032.0,1,8403.2
4211087,61,Female,1,1,3,118976.0,3,35692.8
9698284,68,Female,1,1,1,80288.0,3,24086.4
8031720,69,Male,0,2,1,80704.0,3,24211.199999999997
5280496,68,Female,0,1,3,121888.0,2,24377.6
9058793,30,Male,1,1,1,64480.0,3,19344.0
2196959,69,Female,0,1,0,59904.0,2,11980.8
4479912,65,Male,1,3,2,99840.0,5,49920.0
3441917,64,Male,1,2,3,120224.0,4,48089.6
9866060,75,Female,1,2,1,83200.0,4,33280.0
9453286,61,Male,0,2,2,98176.0,3,29452.800000000003
7727634,45,Female,0,2,1,70720.0,3,21216.0
8501568,79,Female,1,0,1,84864.0,2,16972.8
7429937,56,Male,1,4,2,96096.0,6,57657.600000000006
5142527,79,Female,0,1,1,84864.0,2,16972.8
7614658,77,Female,1,1,1,84032.0,3,25209.600000000002
4444044,64,Male,0,4,1,78624.0,5,39312.0
4005908,25,Male,0,1,1,62400.0,2,12480.0
5439417,40,Male,1,2,1,68640.0,4,27456.0
3621059,37,Male,0,0,2,88192.0,1,8819.2
3726298,52,Female,1,0,1,73632.0,2,14726.4
7026109,72,Female,0,2,0,61152.0,3,18345.6
1650079,77,Female,1,4,2,104832.0,6,62899.200000000004
5326804,69,Female,1,1,1,80704.0,3,24211.199999999997
1707899,79,Female,1,4,2,105664.0,6,63398.399999999994
6576305,40,Male,1,0,1,68640.0,2,13728.0
7861216,27,Female,0,2,0,42432.0,3,12729.599999999999
1602407,58,Female,1,3,1,76128.0,5,38064.0
3089382,76,Male,0,2,1,83616.0,3,25084.800000000003
9869868,63,Female,0,1,2,99008.0,2,19801.6
8888201,38,Female,1,1,0,47008.0,3,14102.400000000001
3306295,71,Male,1,2,0,60736.0,4,24294.4
2821970,52,Male,0,1,1,73632.0,2,14726.4
4804838,72,Female,0,2,1,81952.0,3,24585.600000000002
2772508,64,Female,1,2,2,99424.0,4,39769.6
9930897,39,Female,1,0,3,109824.0,2,21964.8
2006536,58,Female,0,0,1,76128.0,1,7612.8
2784146,33,Female,0,1,1,65728.0,2,13145.6
5010138,45,Female,1,1,2,91520.0,3,27456.0
9358585,70,Male,1,3,2,101920.0,5,50960.0
4452671,35,Male,1,0,1,66560.0,2,13312.0
8956467,47,Female,1,2,2,92352.0,4,36940.8
5154597,46,Female,0,1,2,91936.0,2,18387.2
9793496,72,Male,1,4,2,102752.0,6,61651.200000000004
3816481,73,Male,1,0,1,82368.0,2,16473.6
1732210,72,Female,0,1,2,102752.0,2,20550.4
1644842,51,Female,1,1,0,52416.0,3,15724.800000000001
4353980,65,Male,1,2,1,79040.0,4,31616.0
9944181,60,Female,1,3,2,97760.0,5,48880.0
3356143,61,Male,0,3,2,98176.0,4,39270.4
6599265,35,Female,0,3,2,87360.0,4,34944.0
4286112,64,Female,1,2,2,99424.0,4,39769.6
1651102,22,Male,0,1,2,81952.0,2,16390.4
2543767,30,Male,0,0,2,85280.0,1,8528.0
6841947,58,Female,1,1,1,76128.0,3,22838.4
6632768,44,Male,0,1,1,70304.0,2,14060.8
2975531,41,Female,1,3,1,69056.0,5,34528.0
7536862,55,Female,1,3,1,74880.0,5,37440.0
1058626,64,Male,1,1,1,78624.0,3,23587.199999999997
3140535,37,Male,0,0,0,46592.0,1,4659.2
1485712,59,Male,0,1,0,55744.0,2,11148.8
1610923,48,Male,1,2,2,92768.0,4,37107.2
1629394,48,Female,0,2,1,71968.0,3,21590.4
3484737,43,Male,1,2,1,69888.0,4,27955.2
5558251,36,Female,0,3,3,108576.0,4,43430.4
1357324,68,Female,1,2,2,101088.0,4,40435.2
8335400,78,Female,0,2,1,84448.0,3,25334.399999999998
1911270,35,Female,0,1,2,87360.0,2,17472.0
7557030,48,Female,0,2,1,71968.0,3,21590.4
8504498,51,Male,1,3,2,94016.0,5,47008.0
3788105,23,Female,1,0,1,61568.0,2,12313.6
4136874,65,Female,1,3,1,79040.0,5,39520.0
5107158,78,Male,1,3,1,84448.0,5,42224.0
7232291,26,Male,1,0,1,62816.0,2,12563.2
9072799,77,Female,0,2,1,84032.0,3,25209.600000000002
8984239,23,Female,1,0,1,61568.0,2,12313.6
2105556,45,Male,0,2,1,70720.0,3,21216.0
9566735,32,Female,0,2,1,65312.0,3,19593.6
1865262,24,Female,0,3,0,41184.0,4,16473.6
7037079,58,Male,1,3,1,76128.0,5,38064.0
9583211,69,Male,1,2,1,80704.0,4,32281.6
3487014,43,Male,0,0,0,49088.0,1,4908.8
4936350,31,Female,1,3,2,85696.0,5,42848.0
4547836,45,Female,1,3,2,91520.0,5,45760.0
7583460,65,Male,0,3,1,79040.0,4,31616.0
4178797,49,Male,1,1,1,72384.0,3,21715.199999999997
4596715,50,Male,1,3,1,72800.0,5,36400.0
7517292,67,Female,1,3,0,59072.0,5,29536.0
1499907,23,Male,1,0,1,61568.0,2,12313.6
6179703,68,Female,1,2,2,101088.0,4,40435.2
9497530,65,Female,1,3,1,79040.0,5,39520.0
4488481,58,Female,1,1,3,117728.0,3,35318.399999999994
8493478,28,Female,1,0,1,63648.0,2,12729.6
9347675,57,Male,1,1,1,75712.0,3,22713.6
6187282,71,Female,0,2,2,102336.0,3,30700.800000000003
5347482,24,Male,0,0,2,82784.0,1,8278.4
8861836,61,Female,1,3,1,77376.0,5,38688.0
9355660,46,Male,0,0,0,50336.0,1,5033.6
6496271,26,Male,0,0,1,62816.0,1,6281.6
6359431,53,Male,0,0,2,94848.0,1,9484.8
7724044,36,Male,1,2,3,108576.0,4,43430.4
4440711,45,Female,1,3,1,70720.0,5,35360.0
6376994,79,Male,0,0,0,64064.0,1,6406.4
1529628,50,Female,1,1,1,72800.0,3,21840.0
7113478,72,Male,0,1,2,102752.0,2,20550.4
8160203,21,Female,1,0,1,60736.0,2,12147.2
3754119,33,Female,1,0,2,86528.0,2,17305.6
5771050,65,Female,1,0,1,79040.0,2,15808.0
7675454,28,Male,1,1,1,63648.0,3,19094.4
6790858,39,Female,1,0,1,68224.0,2,13644.8
2059131,42,Female,0,3,1,69472.0,4,27788.8
3118079,77,Male,1,2,1,84032.0,4,33612.8
8233942,36,Female,0,0,2,87776.0,1,8777.6
4539790,21,Male,1,0,2,81536.0,2,16307.2
8140347,40,Female,1,0,1,68640.0,2,13728.0
9007440,29,Female,1,0,2,84864.0,2,16972.8
4296861,46,Male,1,3,1,71136.0,5,35568.0
9574964,38,Female,1,0,1,67808.0,2,13561.6
2578465,29,Male,1,3,2,84864.0,5,42432.0
2788199,78,Female,1,2,1,84448.0,4,33779.2
9944433,36,Female,1,1,3,108576.0,3,32572.800000000003
7601375,74,Male,0,1,2,103584.0,2,20716.8
1256739,78,Male,0,1,2,105248.0,2,21049.6
7116463,49,Male,1,4,3,113984.0,6,68390.4
2896057,73,Female,0,1,1,82368.0,2,16473.6
7735728,53,Male,1,4,1,74048.0,6,44428.8
8385677,65,Male,1,0,1,79040.0,2,15808.0
7658839,79,Female,1,1,2,105664.0,3,31699.199999999997
9534976,31,Male,0,1,1,64896.0,2,12979.2
9419771,54,Male,0,2,3,116064.0,3,34819.2
6681495,74,Female,0,3,1,82784.0,4,33113.6
7406701,24,Male,0,0,1,61984.0,1,6198.4
1588545,59,Male,0,0,2,97344.0,1,9734.4
5608775,57,Male,0,3,2,96512.0,4,38604.8
8615199,41,Female,0,2,2,89856.0,3,26956.800000000003
6159760,64,Male,1,1,2,99424.0,3,29827.199999999997
4176756,73,Male,0,1,1,82368.0,2,16473.6
2687007,54,Male,1,2,1,74464.0,4,29785.6
1052958,50,Male,0,2,3,114400.0,3,34320.0
7199957,33,Male,0,0,1,65728.0,1,6572.8
7693475,45,Male,1,1,1,70720.0,3,21216.0
7691212,47,Female,0,3,1,71552.0,4,28620.8
7011245,33,Female,1,3,1,65728.0,5,32864.0
7538681,52,Female,1,4,1,73632.0,6,44179.2
7777538,31,Male,1,0,1,64896.0,2,12979.2
9340755,39,Male,1,0,3,109824.0,2,21964.8
7297807,44,Female,1,1,1,70304.0,3,21091.199999999997
5143695,58,Male,0,1,2,96928.0,2,19385.6
1830125,56,Male,1,1,1,75296.0,3,22588.800000000003
7716275,51,Female,0,2,2,94016.0,3,28204.800000000003
9285170,58,Male,1,2,2,96928.0,4,38771.2
6013903,68,Female,1,1,0,59488.0,3,17846.4
5345698,47,Male,1,1,2,92352.0,3,27705.600000000002
1718484,71,Male,1,0,3,123136.0,2,24627.2
5312748,55,Male,1,1,1,74880.0,3,22464.0
7573917,62,Male,0,2,1,77792.0,3,23337.6
9017405,22,Male,1,2,1,61152.0,4,24460.8
1821954,78,Female,1,1,1,84448.0,3,25334.399999999998
5406552,22,Female,1,0,0,40352.0,2,8070.4
5561560,30,Female,1,0,2,85280.0,2,17056.0
9896613,59,Female,0,4,1,76544.0,5,38272.0
5856330,47,Male,1,2,3,113152.0,4,45260.8
9437149,56,Female,1,1,1,75296.0,3,22588.800000000003
7061013,69,Male,1,2,0,59904.0,4,23961.6
3405543,71,Male,1,3,2,102336.0,5,51168.0
5858676,55,Female,0,1,1,74880.0,2,14976.0
3073656,51,Male,1,1,1,73216.0,3,21964.800000000003
3436120,33,Female,0,1,1,65728.0,2,13145.6
4928507,56,Female,0,4,3,116896.0,5,58448.0
1122228,42,Male,1,2,1,69472.0,4,27788.8
4600127,41,Male,1,4,2,89856.0,6,53913.600000000006
7228056,75,Female,1,1,1,83200.0,3,24960.0
2424357,76,Male,1,2,1,83616.0,4,33446.4
2848732,76,Male,0,4,2,104416.0,5,52208.0
1511015,35,Male,1,0,1,66560.0,2,13312.0
7475185,34,Male,1,3,1,66144.0,5,33072.0
9431533,56,Male,0,3,2,96096.0,4,38438.4
6808010,71,Male,1,1,0,60736.0,3,18220.800000000003
4080495,49,Female,1,3,1,72384.0,5,36192.0
1546975,23,Female,1,0,1,61568.0,2,12313.6
9844104,43,Female,1,4,1,69888.0,6,41932.8
9586640,46,Female,1,1,0,50336.0,3,15100.800000000001
7457326,24,Female,1,2,1,61984.0,4,24793.6
7150576,62,Male,1,3,0,56992.0,5,28496.0
6654412,38,Female,0,1,2,88608.0,2,17721.6
4699858,36,Female,1,1,1,66976.0,3,20092.800000000003
4516954,60,Male,0,2,1,76960.0,3,23088.0
7519813,51,Female,0,1,1,73216.0,2,14643.2
1805751,22,Male,0,0,3,102752.0,1,10275.2
4373213,58,Male,1,4,0,55328.0,6,33196.8
7672630,58,Female,1,4,0,55328.0,6,33196.8
7291176,68,Male,1,3,0,59488.0,5,29744.0
9501690,31,Female,0,0,3,106496.0,1,10649.6
2064647,32,Male,0,2,3,106912.0,3,32073.600000000002
8463826,76,Female,1,2,1,83616.0,4,33446.4
